Dataset_ID,d(θ),θ0,θ1
1,-0.7523928260979784,-0.018102759579572206,0.6605219648105917
2,-0.671934729981727,-0.002877101983147945,0.6633842843246057
3,-0.7321889120532705,0.05611895290298371,0.6851513249880241
4,-0.6318056171583832,-0.051600360671525014,0.6725581390225288
5,-0.8393968315150493,-0.02015117370591853,0.648863036708503
6,-0.6130289639919975,-0.00580162850358781,0.6616979265763592
7,-0.6784855505603187,-0.0034484480657966526,0.6850659170241715
8,-0.6071574038894552,0.0027121539142041674,0.6651735814501861
9,-0.670456726612469,0.01621738990231681,0.6870668056027533
10,-0.7257179423437459,0.02857513960645653,0.6611554490670773
11,-0.6382043963253788,-0.029477132994942853,0.6467700665580309
12,-0.597233410153989,0.017199799225885458,0.6818984349775356
13,-0.6574663285253577,0.027196419038170445,0.6842091213760298
14,-0.6362443638121899,-0.035745112719630046,0.6883288347609443
15,-0.6790254262274888,0.035549803481444375,0.6639314308479329
16,-0.6119083381411661,-0.040252065968186625,0.6639446667130235
17,-0.6474829108590453,-0.00902914698519856,0.6758013578002179
18,-0.6028777973927995,0.02651068188651997,0.6791042382492382
19,-0.6765785167668912,-0.002313863957985635,0.6663219552508512
20,-0.5911598604540561,0.031833944918417956,0.6782746656917993
21,-0.6492478842503406,-0.02925442407515095,0.6524728623224233
22,-0.7131263270881444,0.01798487769650403,0.6600267224859774
23,-0.5794288261230174,-0.01732468522994296,0.6686154653599834
24,-0.6488353662947556,0.029416618586112674,0.6781160886950898
25,-0.6415583583600318,0.02801415282822275,0.6677810543374754
26,-0.6240205456350285,-0.035963945472993385,0.6673555963831076
27,-0.6440864261483852,-0.014962998311537155,0.6522408779851121
28,-0.6786474609811788,0.008605102576592229,0.6688701518088291
29,-0.6704102547848882,0.02595976943946209,0.6856768335745695
30,-0.7494443591120787,-0.029645040105958663,0.6461576543489569
31,-0.6764605161580335,0.028178245350173957,0.6249647952771383
32,-0.6530987277226885,0.039269817465157,0.6826952650484042
33,-0.6334282503989057,0.038810817944506165,0.6594892123278578
34,-0.6725288238675702,-0.004323313525861077,0.6558378710914392
35,-0.6355069556738102,0.04695579630788596,0.6581473952386623
36,-0.6499760240541331,-0.03173513043051219,0.695219476228744
37,-0.656088933240229,-0.01624973214607665,0.658843241626837
38,-0.6748898121323517,0.009262811715092197,0.6539249417353259
39,-0.6182818543126951,0.022267558016078326,0.6562148530602347
40,-0.7441270343664889,-0.009554590115659654,0.6611007942884364
41,-0.7644588101466538,-0.023986762481700525,0.6394764250796686
42,-0.6424269721032987,0.012842839615482273,0.6698231106970809
43,-0.7020408307812337,0.017090099927964463,0.6582596375541337
44,-0.6727215994764127,-0.03435267167601176,0.6492440709243008
45,-0.5877631483317016,-0.00443483244629309,0.637749078854793
46,-0.6408246552730658,0.021590453561789687,0.6735382247123686
47,-0.6486850719358683,-0.03555689052699323,0.64795324586527
48,-0.6843784290032664,-0.028102742098201842,0.6571276153480025
49,-0.6561487706417529,-0.002094612785491501,0.677635771131142
50,-0.7004238884776728,0.02247884837277174,0.6837827437724977
51,-0.6386893011696688,-0.03540799616838273,0.6653877036753741
52,-0.6932119345002787,-0.0017355202075517986,0.6518846605913172
53,-0.690365437842128,-0.003204008293126427,0.6756125406184306
54,-0.607907384014154,-0.0035871991927403316,0.6796436336572451
55,-0.666104401011508,0.025842827644243987,0.6456500973968244
56,-0.6461387797286969,0.017593130273946777,0.687915812555845
57,-0.6726357098618998,-0.003811902109422359,0.7092954005797445
58,-0.6351880747618984,0.009169101050011284,0.6757473603129697
59,-0.6557335997344127,-0.018407153276119435,0.6351307145557568
60,-0.654545790395719,-0.023153825068675058,0.671004726549804
61,-0.5662796799095322,0.012175320396223157,0.6681223843688365
62,-0.6553881321113204,-0.013142437522999546,0.6858874707822461
63,-0.6791716961844585,-0.05296129682202068,0.6777429549439958
64,-0.6335607796072655,-0.010313513822032001,0.7057751096566968
65,-0.6968580294581037,-0.018359862517821193,0.7138329955196058
66,-0.7096501442991193,0.010343793828788098,0.667040941062166
67,-0.7048939004191127,0.006912626646590378,0.6379179146067461
68,-0.6151545795660026,0.001052358841027324,0.6627163068830192
69,-0.6485275880591983,-0.00954256481788483,0.6846051907848247
70,-0.5730303326961035,-0.039453787267770726,0.6726472212220905
71,-0.6243243341290878,0.027942284679608895,0.6644065241352336
72,-0.6263425280355974,-0.006942725557412325,0.690698759535578
73,-0.7372443270155024,0.024721679321924046,0.6647122012000491
74,-0.602918165756675,0.015224527083829136,0.6811747923550776
75,-0.6437841682692116,0.02456059388985203,0.661429297381142
76,-0.6842886734937126,0.0012629633940038285,0.670528402531232
77,-0.651812087964269,-0.031893601632796524,0.6757682057968547
78,-0.6615939952526317,0.007531001651057252,0.657788104136746
79,-0.6504882537243939,-0.025821208048205126,0.6857419857636177
80,-0.7151892147698589,-0.003910188238614498,0.6609183547635371
81,-0.5986398817706267,0.0019685219513691787,0.6770982344833806
82,-0.6871665571153756,0.031060338465720965,0.6699534031855839
83,-0.718541492130343,-0.0003498519623600614,0.6535080651961894
84,-0.6249712015097495,-0.012251716546439438,0.6704748329388458
85,-0.6845556547466864,0.006926344639548615,0.6497664225732299
86,-0.6481802059075813,-0.025046103560630945,0.6532865629719413
